state,state_code,serial_no,blood_bank_name,address,phone,email,category,is_available,total_units,stock_O_pos,stock_O_neg,stock_A_pos,stock_A_neg,stock_B_pos,stock_B_neg,stock_AB_pos,stock_AB_neg,raw_availability,last_updated,type,scraped_at
Delhi,97,11,"Blood Centre, Rajiv Gandhi Cancer Institute And Research Center","Sector-V Rohini, , Delhi, North West, Delhi",8448781520,bloodbankrgci1999@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:16:16,Blood Bank,2026-04-07T19:22:17.503801
Delhi,97,12,"Blood Centre, White Cross Blood Centre","A-60, East of Kailash, , New Delhi, South, Delhi",01149055916,kamalkantkohali@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:11:41,Blood Bank,2026-04-07T19:22:17.503815
Delhi,97,13,Blood Centre Rajiv Gandhi Super Specialty Hospital Tahirpur Delhi,"OPD Block, 1st Floor, Tahirpur, Delhi, , Delhi, North East, Delhi",+91-011-22890619,bloodcentrergssh@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:10:11,Blood Bank,2026-04-07T19:22:17.503823
Delhi,97,14,"Blood Centre, Institute Of Liver And Biliary Sciences","D-1, Vasant kunj, , New Delhi, South West, Delhi",01146300000,bbank@ilbs.in,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:02:49,Blood Bank,2026-04-07T19:22:17.503832
Delhi,97,15,"Blood Centre, Bhagat Chandra Hospital","RZF-1/1, Mahavir Enclave, Palam, , New Delhi, South West, Delhi",45254525,info@bhagathospital.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:39:48,Blood Bank,2026-04-07T19:22:17.503842
Delhi,97,16,"Blood Centre, Fortis Escorts Heart Institute","Okhla Road, New Friend Colony, , New Delhi, New Delhi, Delhi",1128625053,rashmi.keswani@fortishealthcare.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:34:47,Blood Bank,2026-04-07T19:22:17.503852
Delhi,97,17,"Blood Centre, Primus Super Speciality Hospital","02, Chandragupta Marg, Lower Ground Floor, Chanakyapuri, , New Delhi, South, Delhi",1166206630,bloodbank@primushospital.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:22:58,Blood Bank,2026-04-07T19:22:17.503861
Delhi,97,18,"Blood Centre, Fortis Hospital","A- Block, Shalimar Bagh, , New Delhi, North West, Delhi",45302222,bankim.das@fortishealthcare.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:17:23,Blood Bank,2026-04-07T19:22:17.503869
Delhi,97,19,"Blood Centre, Shree Balaji Action Medical Institute","FC-34A-4, Paschim Vihar, New Delhi, New Delhi, West, Delhi",42888888,mangwana.sadhna@actionhospital.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:12:43,Blood Bank,2026-04-07T19:22:17.503880
Delhi,97,20,"Blood Centre, Maharaja Agrasen Hospital","West Punjabi Bagh, New Delhi, New Delhi, West, Delhi",9910426353,dr.omp@rediffmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:08:30,Blood Bank,2026-04-07T19:22:17.503889
Delhi,97,21,Blood Centre Sir Ganga Ram Hospital,"Ganga Ram Hospital, Rajinder Nagar, New Delhi, Near Janki Devi College, New Delhi, Central, Delhi",011-4225-1870,vivek.ranjan@sgrh.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:07:59,Blood Bank,2026-04-07T19:22:17.503898
Delhi,97,22,Blood Centre E.S.I. Hospital Basaidarapur,"ESI Hospital Basaidarapur, Ring Road, Basaidarapur, New Delhi, West, Delhi",9811474945,bb-basaidarapur.dl@esic.nic.in,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:55:49,Blood Bank,2026-04-07T19:22:17.503913
Delhi,97,23,"Blood Centre, Hindu Rao Hospital","G Block 4th floor, Near Civil Lines Malkaganj , , Delhi, North, Delhi",9810873046,Hodbbhindurao@gmail.com,Govt.,True,50,25,0,19,2,0,4,0,0,"Available, A+Ve:19, A-Ve:2, B-Ve:4, O+Ve:25",2026-04-07 10:53:22,Blood Bank,2026-04-07T19:22:17.503925
Delhi,97,24,"Blood Centre, Swami Dayanand Hospital","Shahadara, , Delhi, North East, Delhi",22581031,bloodbank.sdnh.edmc@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:35:32,Blood Bank,2026-04-07T19:22:17.503936
Delhi,97,25,"Blood Centre, Holy Family Hospital","Okhla  Road,, Jamianagar P O, New Delhi, South, Delhi",9716832503,bloodbank@holyfamilyhospitaldelhi.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:27:58,Blood Bank,2026-04-07T19:22:17.503946
Delhi,97,26,"Blood Centre, Mata Chanan Devi Hospital","A-2D, Janak Puri New Delhi, , New Delhi, West, Delhi",9811992810,info@mcdh.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:27:22,Blood Bank,2026-04-07T19:22:17.503957
Delhi,97,27,Blood Centre Sant Parmanad Hospital,"18, Shyam Nath Marg, 18,SHAM NATH MARG, Delhi, North, Delhi",9911620811,bloodbank@sphdelhi.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:22:20,Blood Bank,2026-04-07T19:22:17.503968
Delhi,97,28,Blood Centre Bhagwan Mahavir Hospital,"h-4/5, first floor, guru harkishan marg, pitampura, delhi, , Delhi, North West, Delhi",9717730004,msbmh-dhs-delhi@nic.in,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:56:32,Blood Bank,2026-04-07T19:22:17.503977
Delhi,97,29,Cribs Blood Centre,"Flat No, 101 & 104, 40 Feet Rd, Shaheen Bagh, Abul Fazal Enc, , New Delhi, South, Delhi",8826215745,cribscbc@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:41:44,Blood Bank,2026-04-07T19:22:17.503987
Delhi,97,30,"Blood Centre, Sanjay Gandhi Memorial Hospital","S-Block, Mangolpri, , Delhi, North West, Delhi",27916137,bksdelhi2004@yahoo.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:41:43,Blood Bank,2026-04-07T19:22:17.503996
Delhi,97,31,"Blood Bank, Fortis Flt.Lt. Rajan Dhall Hospital (A Unit Of Flt. Lt. Ranjan Dhall Charitable Trust Re","Sector-B, Pocket-1, Aruna Asaf Ali Marg, Vasant Kunj, , New Delhi, South West, Delhi",8826635789,bloodbank.vk@fortishealthcare.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:36:27,Blood Bank,2026-04-07T19:22:17.504004
Delhi,97,32,"Blood Centre, St. Stephens Hospital","St. Stephens Hospital,Tis Hazari,Delhi, , Delhi, North, Delhi",8383853829,sshbloodbank@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:35:33,Blood Bank,2026-04-07T19:22:17.504015
Delhi,97,33,-,"Plot No. 1, Sector 10, , Dwarka, East, Delhi, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:27:44,Blood Bank,2026-04-07T19:22:17.504024
Delhi,97,34,Divine Charitable Blood Centre,"3rd floor jeevan hospital,near pratap nagar, Mayur Vihar Phase-I, Delhi, East, Delhi",7838087638,divinebloodbank2020@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:16:48,Blood Bank,2026-04-07T19:22:17.504036
Delhi,97,35,"Blood Centre, Northern Railway Central Hospital","Norhern Railway Central Hospital , Basant Lane, New Delhi, New Delhi, New Delhi, Delhi",0112374798,bloodbanknrch@gmail.com,Govt.,True,47,4,3,15,3,15,3,2,2,"Available, AB+Ve:2, O+Ve:4, AB-Ve:2, A-Ve:3, O-Ve:3, B+Ve:15, B-Ve:3, A+Ve:15",2026-04-07 09:16:42,Blood Bank,2026-04-07T19:22:17.504051
Delhi,97,36,M/S Blood Centre(A Unit Of Cronus Multi Speciality Hospital),"D-91-A first floor main road 100 feet road SSN marg chhatarp, , New Delhi, South, Delhi",7838087638,bloodcentrecronus@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:11:18,Blood Bank,2026-04-07T19:22:17.504060
Delhi,97,37,"Blood Centre, Pitampura Blood Centre","B-294, Sarsawati Vihar, Outer Ring Road, , New Delhi, North West, Delhi",8130597597,pitampurabloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:09:28,Blood Bank,2026-04-07T19:22:17.504069
Delhi,97,38,Rotary Delhi Capitol Charitable Blood Centre,"118-A/B1, GTB chowk , Dilshad Garden, Delhi, , Delhi, North East, Delhi",9818112444,info.rotarybloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:34:48,Blood Bank,2026-04-07T19:22:17.504078
Delhi,97,39,Freedom Blood Centre,"Plot no. c-1/2a and c-1/1a, Yamuna vihar, Yamuna vihar, North East, Delhi",8685011116,Freedombloodbankdelhi@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:30:49,Blood Bank,2026-04-07T19:22:17.504086
Delhi,97,40,Blood Centre Saroj Super Speciality Hospital,"Saroj super speciality hospital sector 14 ,Madhuban Chowk, R, Saroj Super Speciality Hospital Sector 14 Rohini, Madhuban C, Delhi, North West, Delhi",9818442406,rbansal1970@yahoo.com,Private,True,1,0,0,0,0,1,0,0,0,"Available, B+Ve:1",2026-04-07 08:29:40,Blood Bank,2026-04-07T19:22:17.504095
Delhi,97,41,"Blood Centre, Mission Jan Jagriti Blood Centre","I-11 First Floor,DSIDC Industrial Complex,Rohtak Road,near  , (opposite metro pillar no-321 above ICICI Bank), Delhi, North West, Delhi",8510888929,missionjanjagritibloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:06:04,Blood Bank,2026-04-07T19:22:17.504107
Delhi,97,42,Shree Aggarsain International Hospital Blood Centre,"PSP, Sector-22, , Rohni, South West, Delhi",9680976744,bloodcentre0024@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:00:15,Blood Bank,2026-04-07T19:22:17.504115
Delhi,97,43,"Blood Centre, Delhi Heart And Lungs Institute","3mm-II, Panchkuian Road, , New Delhi, North West, Delhi",42999999,bloodbank@dhli.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 07:57:36,Blood Bank,2026-04-07T19:22:17.504124
Delhi,97,44,Blood Centre Tarak Hospital India Pvt Ltd,"C-7,Jai Bharat Enclave,Dwarka, Metro Pillar no 789, , Delhi, New Delhi, Delhi",7988746754,tarakbloodbank@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 07:54:49,Blood Bank,2026-04-07T19:22:17.504133
Delhi,97,45,"Blood Centre, Kalra Hospital And Shri Ram Cardiothoracic And Neuro Sciences Centre (Srncnc)","SRCNC, A-4, Kirti Nagar, , New Delhi, West, Delhi",45005600,drsunild@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 06:28:37,Blood Bank,2026-04-07T19:22:17.504143
Delhi,97,46,Central Polyclinic Blood Centre,"Gagan Vihar 1st Floor Near Karkari Modh, , Delhi, East, Delhi",7982625423,cpcbloodbank1988@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 05:35:22,Blood Bank,2026-04-07T19:22:17.504153
Delhi,97,47,Blood Centre Of Triton Hospital,"CC-30-31 first floor, Nehru Enclave Outer ring road,(Nearby , , New Delhi, South East, Delhi",7011086608,tritonhospitalbloodcentre@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 02:59:35,Blood Bank,2026-04-07T19:22:17.504162
Delhi,97,48,"Blood Bank, Max Super Specialty Hospital, (A Unit Of Balaji Medical And Disgnostic Research Centre)","108-A, Indraprastha Extension, Opposite Sanchar Apartment, , Delhi, East, Delhi",01143033333,bloodbank.ppg@maxhealthcare.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 02:18:30,Blood Bank,2026-04-07T19:22:17.504170
Delhi,97,49,"Blood Centre, Dr. B. L. Kapur Memorial Hospital","Pusa Road, , New Delhi, West, Delhi",0113065309,drrasikasetia@blkhospital.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 01:39:11,Blood Bank,2026-04-07T19:22:17.504178
Delhi,97,50,"Blood Centre, Max Super Specialty Hospital (A Unit Of Max Health Care Institute Ltd)","FC-50, Block C & D, Shalimar Bagh, , Delhi, North West, Delhi",66422222,-,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 01:10:26,Blood Bank,2026-04-07T19:22:17.504186
Delhi,97,51,Madhukar Rainbow Children'S Hospital (Mrch),"Second floor, FC-29, Plot no.5, Geetanjali, Near Malviya Nag, , New Delhi, New Delhi, Delhi",011-66888860,bloodbank.mndel@rainbowhospitals.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 01:04:08,Blood Bank,2026-04-07T19:22:17.504194
Delhi,97,52,Lions Blood Centre Rbtc,"AK-100, Shalimar Bagh, , Delhi, North West, Delhi",9717897512,lionsbloodbank@hotmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:41:11,Blood Bank,2026-04-07T19:22:17.504202
Delhi,97,53,Human Care Medical Charitable Trust,"Palam Vihar, Sector 6 Dwarka, Dwarka, New Delhi, , South West, South West, Delhi",1141274241,bloodbank.hcmct@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:38:44,Blood Bank,2026-04-07T19:22:17.504211
Delhi,97,54,"Blood Centre, Pushpawati Singhania Research Institute(For Liver, Renal And Digestive Disease)","Press Enclave Marg, Sheikh Sarai, Phase-II, , New Delhi, South, Delhi",29252516,bloodbank@psri.net,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:36:50,Blood Bank,2026-04-07T19:22:17.504222
Delhi,97,55,Kailash Deepak Hospital Blood Center,"BLOCK-C ,PLOT NO.5 & 6, FOURTH FLOOR , VIKAS MARG, EXTN., INSTITUTIONAL AREA, KARKARDOOMA, DELHI, DELHI, East, Delhi",8383849817,BLOODBANK@KAILASHDEEPAKHOSPITAL.COM,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:20:33,Blood Bank,2026-04-07T19:22:17.504229
Delhi,97,56,-,", , , North West, Delhi, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:19:09,Blood Bank,2026-04-07T19:22:17.504236
Delhi,97,57,"Blood Centre, Batra Hospital And Medical Research Center","1, Tughalabad Institution Area, Mehrauli Badarpur Road,New Delhi, New Delhi, South, Delhi",1129902036,ashish.seymour@batrahospitaldelhi.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:17:47,Blood Bank,2026-04-07T19:22:17.504248
Delhi,97,58,Om Charitable Blood Centre(A Unit Of Lok Seva Charitable Trust),"B-71,SECOND FLOOR ,G T KARNAL ROAD INDUSTRIAL AREA, , Delhi, North West, Delhi",8700599038,OMBLOODCENTREDELHI@GMAIL.COM,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:15:00,Blood Bank,2026-04-07T19:22:17.504260
Delhi,97,59,"Blood Centre, Hakeem Abdul Hameed Centenary Hospital","HAHC HOSPITAL, GURU RAVIDAS MARG, HAMDARD NAGAR, , , New Delhi, South, Delhi",9540248289,bloodbank@himsr.co.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:12:42,Blood Bank,2026-04-07T19:22:17.504268
Delhi,97,60,"M/S Venkateshwar Hospital New Delhi, Dwarka Sector-18 A","New Delhi, Dwarka Sector-18 A, , New Delhi, Dwarka, New Delhi, Delhi",011-48- 555-555,bloodbank@venkateshwarhospitals.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:06:31,Blood Bank,2026-04-07T19:22:17.504277
Delhi,97,61,"Blood Centre, Park Hospital","12-13, Meera Enclave,Chaukhandi West Delhi, , New Delhi, West, Delhi",7982119494,info@parkhospital.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 00:06:19,Blood Bank,2026-04-07T19:22:17.504288
Delhi,97,62,-,"Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, Connaught Place, , New Delhi, Central, Delhi, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 15:26:40,Blood Bank,2026-04-07T19:22:17.504295
Delhi,97,63,Cardio Neuro Centre Blood Centre Cnc Aiims Delhi,"Blood Bank, C.N. Centre, AIIMS, Ansari Nagar, New Delhi , , New Delhi, South, Delhi",26593625,anjalihz@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 14:52:29,Blood Bank,2026-04-07T19:22:17.504303
Delhi,97,64,-,"FIRST FLOOR ABOVE ASIAN MULTISPECIALITY HOSPITAL 14/12/2 19/01 MIN 20/1 VILLAGE SAMALKHA, vasant kunj Delhi, , Delhi, South, Delhi, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 11:29:35,Blood Bank,2026-04-07T19:22:17.504309
Delhi,97,65,Guru Nanak Dev Charitable Blood Centre,"B-1/625 (Basement) Janak Puri New Delhi, , Delhi, South West, Delhi",01140355666,gurunanakdevbloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 11:27:42,Blood Bank,2026-04-07T19:22:17.504318
Delhi,97,66,Life Line Blood Centre A Unit Of Mata Roop Rani Maggo And Mahindru Hospital,"Metro pillar no, 709, Om Vihar Phase 1 Rd, Phase 1A, Om Viha, , Uttam Nagar, New Delhi, Delhi",8222922248,lifelinebloodcentredelhi@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 10:32:09,Blood Bank,2026-04-07T19:22:17.504327
Delhi,97,67,Rotary Blood Centre,"56-57, Institutional Area, Tughlakabad, , New Delhi, South, Delhi",29962078,bloodreport@rotarybloodbank.org,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 10:08:50,Blood Bank,2026-04-07T19:22:17.504337
Delhi,97,68,"Blood Centre, Dharamshila Narayana Superspeciality Hospital","Vasundara Enclave, , Delhi, East, Delhi",43066407,info.dnsh@narayanahealth.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 09:09:24,Blood Bank,2026-04-07T19:22:17.504345
Delhi,97,69,Rathi Hospital,"Plot no.3, 4th  Floor Partap Vihar, Saffipur Ranhola Nangloi - Najafgad Main Road Delhi , Ranhola village, West, Delhi",8585921336,dilbaghd@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 08:28:21,Blood Bank,2026-04-07T19:22:17.504353
Delhi,97,70,Mgs Super Speciality Hospital,"MGS Super Specialty Hospital, Plot No. 35/37,                    Rohtak Road, West Punjabi, Punjabi Bagh, West, Delhi",8685011116,fbcpunjabibagh@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 08:01:40,Blood Bank,2026-04-07T19:22:17.504361
Delhi,97,71,Blood Centre Maharaja Agrasen Hospital Dwarka,"basement, plot No -I Sector-1, Dwarka, , Delhi, South West, Delhi",8826824672,bloodbank.mahdw@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 00:05:32,Blood Bank,2026-04-07T19:22:17.504369
Delhi,97,72,-,"Ansari Nagar East, , New Delhi, South, Delhi, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-02 11:28:32,Blood Bank,2026-04-07T19:22:17.504377
Delhi,97,73,"Blood Centre, Lal Bahadur Shastri Hospital","Near Kalyanvas Colony / Mayur Vihar Phase -II, GNCTD Kichdi, , Delhi, East, Delhi",22783633,mslbsh.delhi@gov.in,Govt.,True,40,9,0,11,0,13,4,1,2,"Available, AB+Ve:1, AB-Ve:2, B+Ve:13, O+Ve:9, A+Ve:11, B-Ve:4",2026-04-02 11:08:57,Blood Bank,2026-04-07T19:22:17.504388
Delhi,97,74,Blood Centre Rbtc Lok Nayak Hospital,"Emergency Block, First Floor, Lok Nayak Hospital, Delhi, Central, Delhi",9873617572,bloodbanklnh@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-02 10:34:01,Blood Bank,2026-04-07T19:22:17.504398
Delhi,97,75,Ms Shri Shyam Charitable Blood Centre,"787/1, Main Road, Burari, Sant Nagar Main Market, Landmark R, , North Delhi, North, Delhi",8685809600,shrishyamcharitablebloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-01 09:34:52,Blood Bank,2026-04-07T19:22:17.504407
Delhi,97,76,Blood Centre Dr Hedgewar Arogya Sansthan,"Karkardooma, , Delhi, East, Delhi",22309407,msdhas2010@gmail.com,Govt.,True,45,19,0,9,0,10,0,7,0,"Available, AB+Ve:7, B+Ve:10, A+Ve:9, O+Ve:19",2026-03-28 09:34:20,Blood Bank,2026-04-07T19:22:17.504416
Delhi,97,77,Blood Centre Aakash Healthcare Pvt Ltd,"Road no 201, Dwarka sector 3, Hospital Plot, , Delhi, South West, Delhi",8800015924,tmbloodbank@aakashhealthcare.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-25 16:48:27,Blood Bank,2026-04-07T19:22:17.504425
Delhi,97,78,"Blood Centre, Kasturba Gandhi Hospital","Near Jama Masjid, Daryaganj , , New Delhi, Central, Delhi",01123275025,kasturbahospitalndmc@gmail.com,Govt.,True,2,1,0,0,0,0,0,0,1,"Available, O+Ve:1, AB-Ve:1",2026-03-13 14:54:42,Blood Bank,2026-04-07T19:22:17.504436
Delhi,97,79,"Blood Centre, Shri Moolchand Khariti-Ram Hospital And Ayurvedic Research Institute","Lajpat Nagar-III, , New Delhi, South, Delhi",0114200000,info@mcdh.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-06 11:15:40,Blood Bank,2026-04-07T19:22:17.504445
Delhi,97,80,"Blood Centre, Indian Spinal Injuries Centre","C-8, Vasant Kunj, , New Delhi, South West, Delhi",0114225538,info@isiconline.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-02 13:03:01,Blood Bank,2026-04-07T19:22:17.504453
