state,state_code,serial_no,blood_bank_name,address,phone,email,category,is_available,total_units,stock_O_pos,stock_O_neg,stock_A_pos,stock_A_neg,stock_B_pos,stock_B_neg,stock_AB_pos,stock_AB_neg,raw_availability,last_updated,type,scraped_at
Andhra Pradesh,28,36,Smile Blood Centre,"Vijayawada, , Vijayawada, NTR, Andhra Pradesh",9666562079,Smilebloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 13:06:05,Blood Bank,2026-04-07T19:23:45.688213
Andhra Pradesh,28,37,SREE WELFARE SOCIETY BLOOD CENTRE,"12-12-84,OLD CLUB ROAD, KOTHAPET GUNTUR, , GUNTUR, Guntur, Andhra Pradesh",8632217117,sreewelfaresocietybloodbank@gmail.com,Charitable/Vol,True,14,5,0,3,0,5,0,1,0,"Available, B+Ve:5, A+Ve:3, AB+Ve:1, O+Ve:5",2026-04-07 13:04:54,Blood Bank,2026-04-07T19:23:45.688223
Andhra Pradesh,28,38,Nagarjuna Hospital Blood Centre,"Ground Floor, D.No.8-102,Kanuru,Vijayawada,Andhra Pradesh., Ground Floor, D.No.8-102,Kanuru,Vijayawada,Andhra Pradesh., Vijayawada, Krishna, Andhra Pradesh",8790069797,nhbloodbank@yahoo.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:45:51,Blood Bank,2026-04-07T19:23:45.688230
Andhra Pradesh,28,39,Bsu Chc Sunnipeta,"Sunnipeta, , Sunnipeta, Nandyal, Andhra Pradesh",9396536699,chcsunnipenta@gamil.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:36:21,BSU,2026-04-07T19:23:45.688237
Andhra Pradesh,28,40,Bsu Chc Mandapeta,"Mandapeta, , Mandapeta, Konaseema, Andhra Pradesh",9849639629,governmenthospital_mandapeta@yahoo.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:34:14,BSU,2026-04-07T19:23:45.688245
Andhra Pradesh,28,41,Bsu Chc Kankipadu,"Kankipadu, , KANKIPADU, Krishna, Andhra Pradesh",6300942433,chckankipadu01@gmail.com,Govt.,True,1,1,0,0,0,0,0,0,0,"Available, O+Ve:1",2026-04-07 12:23:40,BSU,2026-04-07T19:23:45.688254
Andhra Pradesh,28,42,Bsu Chc Pittalavani Palem,"Pittalavani Palem, , Pttalavani Palem, Bapatla, Andhra Pradesh",9160597773,chcpvpbptl1@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:21:37,BSU,2026-04-07T19:23:45.688261
Andhra Pradesh,28,43,Bsu Chc Ranastalam,"Ranastalam, Srikakulam, , Ranastalam, Srikakulam, Andhra Pradesh",7702298921,chcranastalam@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:20:43,BSU,2026-04-07T19:23:45.688268
Andhra Pradesh,28,44,Bsu Chc Pattikonda,"Pathikonda, , PATTIKONDA, Kurnool, Andhra Pradesh",9492945991,chcpathikonda@gmail.com,Govt.,True,4,1,0,1,0,1,0,1,0,"Available, A+Ve:1, B+Ve:1, AB+Ve:1, O+Ve:1",2026-04-07 12:15:21,BSU,2026-04-07T19:23:45.688277
Andhra Pradesh,28,45,Thalassemia Needs Blood Centre Guntur,"D.No 8-27-159, 1st  2nd floor, Beside mourya dhaba, Basava Tarakaram Nagar,, Guntur, Guntur, Andhra Pradesh",7416553344,thalassemianeedsbloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:14:01,Blood Bank,2026-04-07T19:23:45.688284
Andhra Pradesh,28,46,Bsu Chc Haripuram,"Haripuram, , Haripuram, Srikakulam, Andhra Pradesh",9440487263,haripuramchc@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:11:20,BSU,2026-04-07T19:23:45.688292
Andhra Pradesh,28,47,Vande Bharat Blood Centre Visakhapatnam,"Opposite life style, Chinagantyagada, Old gajuwaka, Visakhapatnam, Gajuwaka, Visakhapatnam, Andhra Pradesh",6262172737,vbbcgajuwaka2024@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:01:43,Blood Bank,2026-04-07T19:23:45.688299
Andhra Pradesh,28,48,Vijayasri Blood Centre Vijayawada,"D/No:29-19-27 opp :andhra bank &HDFC bank ATMS, Dornakal Rd,, , Vijayawada, NTR, Andhra Pradesh",9392120187,vijayasribloodbankvja@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 12:00:07,Blood Bank,2026-04-07T19:23:45.688308
Andhra Pradesh,28,49,Manipal Hospital Blood Centre,"NH-5, Soumya Nagar, Tadepalli,, , Guntur, Guntur, Andhra Pradesh",9490711061,-,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:59:26,Blood Bank,2026-04-07T19:23:45.688316
Andhra Pradesh,28,50,Aapadbandhu Blood Center Guntur,"D.No..12-12-22&23,Ist& 3rd floor,above kasturi surgicals, ol, , Guntur, Guntur, Andhra Pradesh",9502698123,aapadbandhubbgnt@gmail.com,Charitable/Vol,True,7,2,0,1,0,2,0,1,1,"Available, O+Ve:2, B+Ve:2, A+Ve:1, AB+Ve:1, AB-Ve:1",2026-04-07 11:59:06,Blood Bank,2026-04-07T19:23:45.688325
Andhra Pradesh,28,51,Government General Hospital Blood Centre Nandyal,"First Floor, Government General Hospital Premises, , Nandyal, Nandyal, Andhra Pradesh",9985240946,bbdhnandyal@gmail.com,Govt.,True,25,0,1,13,2,1,5,1,2,"Available, B+Ve:1, B-Ve:5, O-Ve:1, A-Ve:2, AB-Ve:2, A+Ve:13, AB+Ve:1",2026-04-07 11:58:26,Blood Bank,2026-04-07T19:23:45.688335
Andhra Pradesh,28,52,Rainbow Blood Centre Vijayawada,"D.No 33-53-33/2, 2ND FLOOR, NEAR SUNRISE HOSPITAL, PUSHPA HOTEL ROAD, SEETARAMPURAM, VIJAYAWADA, vijayawada, NTR, Andhra Pradesh",9885153110,Rainbowbloodcentre@gmail.com,Charitable/Vol,True,2,1,0,0,0,1,0,0,0,"Available, B+Ve:1, O+Ve:1",2026-04-07 11:56:04,Blood Bank,2026-04-07T19:23:45.688343
Andhra Pradesh,28,53,Sri Yuvasena Blood Center,"28-7-38,1st  2nd floor,Opp:  Venus Medical stories,Main Road, , Kakinada, Kakinada, Andhra Pradesh",9169388388,sriyuvasenabloodcenter@gmail.com,Charitable/Vol,True,1,0,0,0,0,0,0,1,0,"Available, AB+Ve:1",2026-04-07 11:54:26,Blood Bank,2026-04-07T19:23:45.688352
Andhra Pradesh,28,54,-,"Govt General hospital Premises, R.R Peta, Eluru, Eluru, Eluru, Andhra Pradesh, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:53:29,Blood Bank,2026-04-07T19:23:45.688359
Andhra Pradesh,28,55,Adp Voluntary Blood Centre,"D.no.19/417/19/417-1,2nd floor,Balajis Complex,Opp.Municipal, , Kurnool, Kurnool, Andhra Pradesh",9550939235,adpbloodcentre@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:52:27,Blood Bank,2026-04-07T19:23:45.688366
Andhra Pradesh,28,56,District Hospital Blood Center Parvathipuram Manyam,"Blood Bank, Area Hospital, Parvathipuram, District hospital,ROOM NO 33 ,1st floor, parvathipurammanyam, Parvathipuram manyam, Parvathipuram Manyam, Andhra Pradesh",9848418400,bloodcentre.dhpvp@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:50:41,Blood Bank,2026-04-07T19:23:45.688374
Andhra Pradesh,28,57,Area Hospital Blood Centre Kuppam,"Area Hospital, Near R  B Building, Lakshmi Puram, Kuppam, Ch, , KUPPAM, Chittoor, Andhra Pradesh",9966916365,bloodcenterahkpm@gmail.com,Govt.,True,1,0,0,0,0,0,1,0,0,"Available, B-Ve:1",2026-04-07 11:50:00,Blood Bank,2026-04-07T19:23:45.688381
Andhra Pradesh,28,58,Kalam Blood Centre,"Block A, KCC Building, AMTZ Campus, Pragathi steel project, , Visakahaptnam, Visakhapatnam, Visakhapatnam, Andhra Pradesh",9281078653,kbc@kiht.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:49:14,Blood Bank,2026-04-07T19:23:45.688389
Andhra Pradesh,28,59,Bsu Ah Narasapuram,"narasapuram, , Narasapuram, West Godavari, Andhra Pradesh",9573847273,ahnarasapuram@gmail.com,Govt.,True,1,0,0,0,0,1,0,0,0,"Available, B+Ve:1",2026-04-07 11:46:10,BSU,2026-04-07T19:23:45.688398
Andhra Pradesh,28,60,Dr. Ysr-Jakkampudi Rammohan Rao Blood Centre,"46-18-10, DANAVAIPET, RAJAHMUNDRY, , RAJAHMUNDRY, East Godavari, Andhra Pradesh",8235565656,ysrjrmbc2021@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:46:00,Blood Bank,2026-04-07T19:23:45.688405
Andhra Pradesh,28,61,Jangareddygudem Blood Centre,"M/s. Jangareddygudem Blood Bank (A unit of Sri Yoshitha Soci, , Jangareddygudem, Eluru, Andhra Pradesh",8985653888,jangareddygudembloodbank299@gmail.com,Charitable/Vol,True,7,0,0,0,0,5,0,2,0,"Available, B+Ve:5, AB+Ve:2",2026-04-07 11:35:21,Blood Bank,2026-04-07T19:23:45.688414
Andhra Pradesh,28,62,Gayatri Vidya Parishad Institute Of Health Care And  Medical  Technology,"DNO:6-25, MARIDIVALLEY , MARIKAVALASA , MADHURAWADA, , MADHURAWADA, Visakhapatnam, Andhra Pradesh",7675808026,gvpbloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:30:36,Blood Bank,2026-04-07T19:23:45.688421
Andhra Pradesh,28,63,Bsu Chc Allavaram,"Allavaram, , Allavaram, Konaseema, Andhra Pradesh",7702236863,chcallavaram123@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:26:15,BSU,2026-04-07T19:23:45.688429
Andhra Pradesh,28,64,Dr. Narni Ratnalaya Kumari Voluntary Blood Centre,"M/s. Dr. Narni Ratnalaya Kumari Voluntary Blood Bank(A unit , , Tadepalligudem, West Godavari, Andhra Pradesh",9100414199,drnrk.voluntarybloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:26:06,Blood Bank,2026-04-07T19:23:45.688437
Andhra Pradesh,28,65,Ramesh Hospitals Blood Centre Guntur,"Dno: 26-14-1, Collectorate Road, Nagaram palem, Guntur, , Guntur, Guntur, Andhra Pradesh",7036666081,bloodbank@rameshhospitals.com,Private,True,19,8,0,3,2,2,0,4,0,"Available, B+Ve:2, A+Ve:3, AB+Ve:4, A-Ve:2, O+Ve:8",2026-04-07 11:21:06,Blood Bank,2026-04-07T19:23:45.688445
Andhra Pradesh,28,66,Bsu Ah Yerragondapalem,"Yerragondapalem, , YERRAGONDAPALEM, Prakasam, Andhra Pradesh",9491332725,mchongolrbsc1@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:18:32,BSU,2026-04-07T19:23:45.688454
Andhra Pradesh,28,67,-,", , Vizag, Visakhapatnam, Andhra Pradesh, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:13:51,Blood Bank,2026-04-07T19:23:45.688460
Andhra Pradesh,28,68,Good Samaritan Blood Centre,"H. No. 13-1/1, Good Samaritan Cancer and General Hospital, V, , ELURU, Eluru, Andhra Pradesh",9908083907,Samaritaneluru@gmail.com,Private,True,31,12,0,3,0,13,0,3,0,"Available, B+Ve:13, A+Ve:3, AB+Ve:3, O+Ve:12",2026-04-07 11:07:56,Blood Bank,2026-04-07T19:23:45.688469
Andhra Pradesh,28,69,Bsu Chc Addatheegala,"Addatheegala, , ADDATHEEGALA, Alluri Sitharama Raju, Andhra Pradesh",8919913204,mochcaddateegala@gmail.com,Govt.,True,2,2,0,0,0,0,0,0,0,"Available, O+Ve:2",2026-04-07 11:05:40,BSU,2026-04-07T19:23:45.688478
Andhra Pradesh,28,70,Palnadu Blood Centre,"16-1-70, 1st Floor, Opp. Mahatma gandhi hospital,, , Narasaraopet, Palnadu, Andhra Pradesh",8074115777,palnadubloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:05:04,Blood Bank,2026-04-07T19:23:45.688486
Andhra Pradesh,28,71,Bsu Sviccar Tirupati,"Tirupati, , Tirupati, Tirupati, Andhra Pradesh",8977940283,sviccar@tatacancercare.org,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:00:43,BSU,2026-04-07T19:23:45.688493
Andhra Pradesh,28,72,Care Blood Centre,"D.No: 40-318, 2nd floor,Nalanda complex,  opp RTC depot, Raj, , Kurnool, Kurnool, Andhra Pradesh",7893975602,carebloodcentre@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:59:54,Blood Bank,2026-04-07T19:23:45.688501
